Nom gare;Code Gare;Type jour;Annee;Date;Ligne;Axe;Tranche horaire;Montants;COVID
L'ABBAYE;87113886;SAM;2021;2021-09-11;T4;T4;De 10h à 16h;300;Après COVID
BOIS COLOMBES;87381079;DIM;2021;2021-10-10;J;J4;De 10h à 16h;2029;Après COVID
CHEMIN D'ANTONY;87546317;JOB;2017;2017-04-25;C;C;Après 20h;16;Avant COVID
ARGENTEUIL;87381848;DIM;2021;2021-10-10;J;J6;De 6h à 10h;796;Après COVID
L'ETANG LA VILLE;87382473;DIM;2021;2021-10-10;L;L2;De 6h à 10h;39;Après COVID
BOIS COLOMBES;87381079;DIM;2021;2021-10-10;J;J6;Après 20h;13;Après COVID
CHEZY SUR MARNE;87116574;DIM;2019;2019-05-12;P;P;De 10h à 16h;15;Avant COVID
ARGENTEUIL;87381848;JOB;2021;2021-10-06;J;J4;Après 20h;438;Après COVID
L'ETANG LA VILLE;87382473;JOB;2021;2021-10-06;L;L2;Après 20h;20;Après COVID
BOIS COLOMBES;87381079;JOB;2021;2021-10-06;J;J4;De 6h à 10h;3428;Après COVID
CHEZY SUR MARNE;87116574;DIM;2019;2019-05-12;P;P;De 6h à 10h;6;Avant COVID
ARGENTEUIL;87381848;JOB;2021;2021-10-06;J;J4;Avant 6h;331;Après COVID
L'ETANG LA VILLE;87382473;SAM;2021;2021-10-09;L;L2;De 6h à 10h;87;Après COVID
BOIS LE ROI;87682203;JOB;2017;2017-03-07;R;R;De 6h à 10h;1413;Avant COVID
CHEZY SUR MARNE;87116574;JOB;2019;2019-05-14;P;P;De 10h à 16h;31;Avant COVID
ARGENTEUIL;87381848;JOB;2021;2021-10-06;J;J4;De 6h à 10h;2960;Après COVID
L'ISLE ADAM PARMAIN;87276527;JOB;2021;2021-10-06;H;H;Avant 6h;51;Après COVID
BOIS LE ROI;87682203;SAM;2017;2017-03-11;R;R;De 10h à 16h;436;Avant COVID
CHEZY SUR MARNE;87116574;JOB;2019;2019-05-21;P;P;De 16h à 20h;0;Avant COVID
ARGENTEUIL;87381848;SAM;2021;2021-10-09;J;J4;Avant 6h;160;Après COVID
L'ISLE ADAM PARMAIN;87276527;SAM;2021;2021-10-09;H;H;De 10h à 16h;306;Après COVID
BOIS LE ROI;87682203;SAM;2017;2017-03-11;R;R;De 16h à 20h;410;Avant COVID
CHILLY MAZARIN;87393637;DIM;2017;2017-04-23;C;C;Après 20h;37;Avant COVID
ARGENTEUIL;87381848;SAM;2021;2021-10-09;J;J4;De 6h à 10h;1334;Après COVID
LA BARRE ORMESSON;87271171;DIM;2021;2021-10-10;H;H;Avant 6h;22;Après COVID
BOISSISE LE ROI;87682518;DIM;2019;2019-03-24;D;D;De 6h à 10h;17;Avant COVID
CHILLY MAZARIN;87393637;DIM;2017;2017-04-23;C;C;Avant 6h;0;Avant COVID
ARPAJON;87545467;DIM;2017;2017-04-23;C;C;De 16h à 20h;297;Avant COVID
LA BARRE ORMESSON;87271171;JOB;2021;2021-10-06;H;H;De 16h à 20h;855;Après COVID
BOISSISE LE ROI;87682518;JOB;2019;2019-03-26;D;D;De 10h à 16h;26;Avant COVID
CHILLY MAZARIN;87393637;DIM;2017;2017-04-23;C;C;De 16h à 20h;127;Avant COVID
ARPAJON;87545467;JOB;2017;2017-04-25;C;C;Avant 6h;122;Avant COVID
LA BARRE ORMESSON;87271171;SAM;2021;2021-10-09;H;H;Avant 6h;30;Après COVID
BOISSY L'AILLERIE;87381152;DIM;2021;2021-10-10;J;J6;Après 20h;19;Après COVID
CHILLY MAZARIN;87393637;JOB;2017;2017-04-25;C;C;De 10h à 16h;358;Avant COVID
ARPAJON;87545467;JOB;2017;2017-04-25;C;C;De 16h à 20h;710;Avant COVID
LA BORNE BLANCHE;87276287;DIM;2019;2019-03-24;D;D;Après 20h;9;Avant COVID
BOISSY L'AILLERIE;87381152;DIM;2021;2021-10-10;J;J6;De 10h à 16h;77;Après COVID
CHILLY MAZARIN;87393637;JOB;2017;2017-04-25;C;C;De 6h à 10h;886;Avant COVID
ASNIERES SUR SEINE;87381137;DIM;2021;2021-10-10;J;J4;Après 20h;392;Après COVID
LA BORNE BLANCHE;87276287;DIM;2019;2019-03-24;D;D;De 6h à 10h;14;Avant COVID
BOISSY L'AILLERIE;87381152;JOB;2021;2021-10-06;J;J6;Avant 6h;7;Après COVID
CHILLY MAZARIN;87393637;SAM;2017;2017-04-22;C;C;Avant 6h;9;Avant COVID
ASNIERES SUR SEINE;87381137;DIM;2021;2021-10-10;J;J6;Après 20h;21;Après COVID
LA BORNE BLANCHE;87276287;JOB;2019;2019-03-26;D;D;Avant 6h;8;Avant COVID
BOISSY L'AILLERIE;87381152;JOB;2021;2021-10-06;J;J6;De 16h à 20h;77;Après COVID
CHOISY LE ROI;87545285;DIM;2017;2017-04-23;C;C;Après 20h;1071;Avant COVID
ASNIERES SUR SEINE;87381137;DIM;2021;2021-10-10;L;L2;De 16h à 20h;934;Après COVID
LA BORNE BLANCHE;87276287;JOB;2019;2019-03-26;D;D;De 10h à 16h;51;Avant COVID
BOISSY L'AILLERIE;87381152;SAM;2021;2021-10-09;J;J6;De 6h à 10h;49;Après COVID
CHOISY LE ROI;87545285;DIM;2017;2017-04-23;C;C;De 10h à 16h;4690;Avant COVID
ASNIERES SUR SEINE;87381137;DIM;2021;2021-10-10;L;L2;De 6h à 10h;326;Après COVID
LA BORNE BLANCHE;87276287;SAM;2019;2019-03-23;D;D;De 10h à 16h;60;Avant COVID
BONDY;87113407;DIM;2021;2021-09-12;T4;T4;De 10h à 16h;1168;Après COVID
CHOISY LE ROI;87545285;SAM;2017;2017-04-22;C;C;Avant 6h;165;Avant COVID
ASNIERES SUR SEINE;87381137;JOB;2021;2021-10-06;L;L2;De 6h à 10h;3794;Après COVID
LA BORNE BLANCHE;87276287;SAM;2019;2019-03-23;D;D;De 6h à 10h;34;Avant COVID
BONDY;87113407;DIM;2021;2021-09-12;T4;T4;De 16h à 20h;1061;Après COVID
CITE UNIVERSITAIRE;87758649;JOB;2019;2019-03-21;B;B;Avant 6h;162;Avant COVID
ASNIERES SUR SEINE;87381137;SAM;2021;2021-10-09;J;J4;Après 20h;717;Après COVID
LA CELLE SAINT-CLOUD;87382432;DIM;2021;2021-10-10;L;L2;Avant 6h;11;Après COVID
BONDY;87113407;JOB;2021;2021-09-21;T4;T4;Avant 6h;47;Après COVID
CITE UNIVERSITAIRE;87758649;JOB;2019;2019-03-28;B;B;De 16h à 20h;4814;Avant COVID
ASNIERES SUR SEINE;87381137;SAM;2021;2021-10-09;L;L2;Après 20h;507;Après COVID
LA CELLE SAINT-CLOUD;87382432;DIM;2021;2021-10-10;L;L2;De 16h à 20h;327;Après COVID
BONDY;87113407;JOB;2021;2021-09-21;T4;T4;De 10h à 16h;1545;Après COVID
CLAMART;87391565;DIM;2018;2018-10-14;N;N;De 10h à 16h;661;Avant COVID
ATHIS MONS;87545251;DIM;2017;2017-04-23;C;C;De 10h à 16h;460;Avant COVID
LA COURNEUVE AUBERVILLIERS;87271304;JOB;2019;2019-03-21;B;B;Avant 6h;194;Avant COVID
BONDY;87113407;SAM;2016;2016-10-01;E;E;Après 20h;1079;Avant COVID
CLAMART;87391565;DIM;2018;2018-10-14;N;N;De 16h à 20h;417;Avant COVID
ATHIS MONS;87545251;DIM;2017;2017-04-23;C;C;De 6h à 10h;103;Avant COVID
LA COURNEUVE AUBERVILLIERS;87271304;JOB;2019;2019-03-28;B;B;Après 20h;987;Avant COVID
BONDY;87113407;SAM;2021;2021-09-11;T4;T4;Après 20h;705;Après COVID
CLAMART;87391565;JOB;2018;2018-10-16;N;N;De 10h à 16h;809;Avant COVID
ATHIS MONS;87545251;JOB;2017;2017-04-25;C;C;De 6h à 10h;1425;Avant COVID
LA COURNEUVE AUBERVILLIERS;87271304;JOB;2019;2019-03-28;B;B;De 10h à 16h;4786;Avant COVID
BONDY;87113407;SAM;2021;2021-09-11;T4;T4;De 10h à 16h;1365;Après COVID
CLAMART;87391565;SAM;2018;2018-10-20;N;N;De 16h à 20h;638;Avant COVID
AUBERGENVILLE ELISABETHVILLE;87386730;SAM;2021;2021-12-04;J;J5;De 6h à 10h;194;Après COVID
LA CROIX DE BERNY;87758748;JOB;2019;2019-03-28;B;B;De 6h à 10h;705;Avant COVID
BONNIERES;87415893;DIM;2021;2021-12-05;J;J5;De 10h à 16h;103;Après COVID
CLICHY LEVALLOIS;87381129;DIM;2021;2021-10-10;L;L2;Avant 6h;12;Après COVID
AULNAY SOUS BOIS;87271411;DIM;2019;2019-03-17;B;B;Après 20h;265;Avant COVID
LA DEFENSE GRANDE ARCHE;87382218;DIM;2016;2016-03-13;U;U;Après 20h;386;Avant COVID
BONNIERES;87415893;JOB;2021;2021-12-07;J;J5;Après 20h;1;Après COVID
CLICHY LEVALLOIS;87381129;DIM;2021;2021-10-10;L;L3;De 10h à 16h;1064;Après COVID
AULNAY SOUS BOIS;87271411;DIM;2019;2019-03-17;B;B;De 10h à 16h;5859;Avant COVID
LA DEFENSE GRANDE ARCHE;87382218;DIM;2021;2021-10-10;L;L2;De 16h à 20h;4987;Après COVID
BONNIERES;87415893;SAM;2021;2021-12-04;J;J5;De 16h à 20h;84;Après COVID
CLICHY LEVALLOIS;87381129;JOB;2021;2021-10-06;L;L2;De 6h à 10h;2192;Après COVID
AULNAY SOUS BOIS;87271411;DIM;2019;2019-03-24;B;B;De 16h à 20h;441;Avant COVID
LA DEFENSE GRANDE ARCHE;87382218;JOB;2016;2016-03-15;U;U;De 10h à 16h;325;Avant COVID
BORAN SUR OISE;87276444;DIM;2021;2021-10-10;H;H;De 16h à 20h;7;Après COVID
CLICHY LEVALLOIS;87381129;JOB;2021;2021-10-06;L;L3;De 10h à 16h;1775;Après COVID
AULNAY SOUS BOIS;87271411;DIM;2021;2021-09-12;T4;T4;Après 20h;896;Après COVID
LA DEFENSE GRANDE ARCHE;87382218;JOB;2016;2016-03-17;U;U;Après 20h;608;Avant COVID
BORAN SUR OISE;87276444;JOB;2021;2021-10-06;H;H;De 10h à 16h;5;Après COVID
CLICHY-MONTFERMEIL;87704304;DIM;2021;2021-09-12;T4;T4;De 10h à 16h;275;Après COVID
AULNAY SOUS BOIS;87271411;DIM;2021;2021-10-10;K;K;De 10h à 16h;58;Après COVID
LA DEFENSE GRANDE ARCHE;87382218;JOB;2016;2016-03-17;U;U;De 10h à 16h;593;Avant COVID
BORAN SUR OISE;87276444;SAM;2021;2021-10-09;H;H;Après 20h;0;Après COVID
CLICHY-MONTFERMEIL;87704304;JOB;2021;2021-09-21;T4;T4;De 10h à 16h;421;Après COVID
AULNAY SOUS BOIS;87271411;JOB;2019;2019-03-21;B;B;De 10h à 16h;2658;Avant COVID
LA DEFENSE GRANDE ARCHE;87382218;JOB;2016;2016-03-22;U;U;Après 20h;488;Avant COVID
BOUFFEMONT MOISSELLES;87276485;JOB;2021;2021-10-06;H;H;De 16h à 20h;274;Après COVID
CLICHY-MONTFERMEIL;87704304;SAM;2021;2021-09-11;T4;T4;Après 20h;85;Après COVID
AULNAY SOUS BOIS;87271411;JOB;2019;2019-03-21;B;B;De 16h à 20h;3895;Avant COVID
LA DEFENSE GRANDE ARCHE;87382218;JOB;2021;2021-10-06;L;L2;Après 20h;4038;Après COVID
BOUGIVAL;87382440;DIM;2021;2021-10-10;L;L2;De 10h à 16h;167;Après COVID
CLICHY-MONTFERMEIL;87704304;SAM;2021;2021-09-11;T4;T4;De 10h à 16h;1507;Après COVID
AULNAY SOUS BOIS;87271411;JOB;2019;2019-03-28;B;B;De 6h à 10h;8709;Avant COVID
LA DEFENSE GRANDE ARCHE;87382218;SAM;2016;2016-03-12;U;U;De 16h à 20h;1915;Avant COVID
BOUGIVAL;87382440;JOB;2021;2021-10-06;L;L2;Avant 6h;6;Après COVID
CLICHY-MONTFERMEIL;87704304;SAM;2021;2021-09-11;T4;T4;De 16h à 20h;265;Après COVID
AULNAY SOUS BOIS;87271411;JOB;2021;2021-09-21;T4;T4;Avant 6h;52;Après COVID
LA DEFENSE GRANDE ARCHE;87382218;SAM;2021;2021-10-09;L;L2;De 6h à 10h;2613;Après COVID
BOUGIVAL;87382440;SAM;2021;2021-10-09;L;L2;Après 20h;56;Après COVID
CLICHY-SS-BOIS-MAIRIE;87704288;DIM;2021;2021-09-12;T4;T4;De 10h à 16h;371;Après COVID
AULNAY SOUS BOIS;87271411;JOB;2021;2021-09-21;T4;T4;De 10h à 16h;1713;Après COVID
LA FERTE ALAIS;87681452;JOB;2019;2019-03-26;D;D;De 16h à 20h;194;Avant COVID
BOUGIVAL;87382440;SAM;2021;2021-10-09;L;L2;Avant 6h;3;Après COVID
CLICHY-SS-BOIS-MAIRIE;87704288;SAM;2021;2021-09-18;T4;T4;De 10h à 16h;71;Après COVID
AULNAY SOUS BOIS;87271411;JOB;2021;2021-10-06;K;K;De 6h à 10h;2923;Après COVID
LA FERTE ALAIS;87681452;SAM;2019;2019-03-23;D;D;De 10h à 16h;132;Avant COVID
BOULAINVILLIERS;87543181;DIM;2017;2017-04-23;C;C;De 6h à 10h;184;Avant COVID
COIGNIERES;87393272;DIM;2018;2018-10-14;N;N;Avant 6h;10;Avant COVID
AULNAY SOUS BOIS;87271411;SAM;2021;2021-09-11;T4;T4;De 16h à 20h;1613;Après COVID
LA FERTE ALAIS;87681452;SAM;2019;2019-03-23;D;D;De 6h à 10h;63;Avant COVID
BOULAINVILLIERS;87543181;JOB;2017;2017-04-25;C;C;Après 20h;301;Avant COVID
COIGNIERES;87393272;JOB;2018;2018-10-16;N;N;Avant 6h;25;Avant COVID
AULNAY SOUS BOIS;87271411;SAM;2021;2021-09-18;T4;T4;De 6h à 10h;644;Après COVID
LA FERTE GAUCHER;87116392;JOB;2019;2019-05-14;P;P;De 16h à 20h;2;Avant COVID
BOULAINVILLIERS;87543181;JOB;2017;2017-04-25;C;C;De 10h à 16h;1344;Avant COVID
COLOMBES;87381087;DIM;2021;2021-10-10;J;J4;Après 20h;340;Après COVID
AULNAY SOUS BOIS;87271411;SAM;2021;2021-10-09;K;K;De 10h à 16h;210;Après COVID
LA FERTE GAUCHER;87116392;SAM;2019;2019-05-11;P;P;De 10h à 16h;7;Avant COVID
BOURAY;87545178;DIM;2017;2017-04-23;C;C;De 16h à 20h;140;Avant COVID
COLOMBES;87381087;DIM;2021;2021-10-10;J;J4;De 16h à 20h;1232;Après COVID
AULNAY SOUS BOIS;87271411;SAM;2021;2021-10-09;K;K;De 16h à 20h;153;Après COVID
LA FERTE GAUCHER CENTRE;87430819;DIM;2019;2019-05-12;P;P;De 16h à 20h;3;Avant COVID
BOURAY;87545178;JOB;2017;2017-04-25;C;C;Après 20h;18;Avant COVID
COLOMBES;87381087;DIM;2021;2021-10-10;J;J4;De 6h à 10h;538;Après COVID
AUVERS SUR OISE;87276543;DIM;2021;2021-10-10;H;H;Après 20h;2;Après COVID
LA FERTE GAUCHER CENTRE;87430819;JOB;2019;2019-05-14;P;P;De 10h à 16h;2;Avant COVID
BOURAY;87545178;JOB;2017;2017-04-25;C;C;Avant 6h;60;Avant COVID
COLOMBES;87381087;SAM;2021;2021-10-09;J;J4;Avant 6h;66;Après COVID
AUVERS SUR OISE;87276543;DIM;2021;2021-10-10;H;H;De 16h à 20h;49;Après COVID
LA FERTE MILON;87116673;DIM;2019;2019-05-12;P;P;Après 20h;14;Avant COVID
BOURAY;87545178;JOB;2017;2017-04-25;C;C;De 6h à 10h;1842;Avant COVID
COMBS LA VILLE QUINCY;87682146;JOB;2019;2019-03-26;D;D;Après 20h;229;Avant COVID
AUVERS SUR OISE;87276543;JOB;2021;2021-10-06;H;H;De 16h à 20h;35;Après COVID
LA FERTE MILON;87116673;SAM;2019;2019-05-11;P;P;Avant 6h;7;Avant COVID
BOURG LA REINE;87758698;JOB;2019;2019-03-21;B;B;Après 20h;970;Avant COVID
COMBS LA VILLE QUINCY;87682146;JOB;2019;2019-03-26;D;D;De 6h à 10h;4365;Avant COVID
AUVERS SUR OISE;87276543;SAM;2021;2021-10-09;H;H;Après 20h;4;Après COVID
LA FERTE MILON;87116673;SAM;2019;2019-05-11;P;P;De 10h à 16h;20;Avant COVID
BOURG LA REINE;87758698;JOB;2019;2019-03-28;B;B;De 6h à 10h;3099;Avant COVID
COMBS LA VILLE QUINCY;87682146;SAM;2019;2019-03-23;D;D;De 16h à 20h;823;Avant COVID
AUVERS SUR OISE;87276543;SAM;2021;2021-10-09;H;H;De 10h à 16h;39;Après COVID
LA FERTE SOUS JOUARRE;87116517;DIM;2019;2019-05-12;P;P;De 6h à 10h;175;Avant COVID
BOURRON MARLOTTE GREZ;87684118;JOB;2017;2017-03-07;R;R;De 10h à 16h;46;Avant COVID
COMPANS;87272047;JOB;2021;2021-10-06;K;K;Après 20h;2;Après COVID
AUVERS SUR OISE;87276543;SAM;2021;2021-10-09;H;H;De 6h à 10h;15;Après COVID
LA FERTE SOUS JOUARRE;87116517;JOB;2019;2019-05-21;P;P;Après 20h;6;Avant COVID
BOUSSY SAINT-ANTOINE;87682138;JOB;2019;2019-03-26;D;D;De 16h à 20h;1220;Avant COVID
COMPANS;87272047;JOB;2021;2021-10-06;K;K;De 16h à 20h;9;Après COVID
AVENUE DU PRESIDENT KENNEDY - MAISON DE RADIO FRANCE;87543207;SAM;2017;2017-04-22;C;C;De 6h à 10h;134;Avant COVID
LA FRETTE MONTIGNY;87381871;DIM;2021;2021-10-10;J;J6;De 6h à 10h;93;Après COVID
BOUSSY SAINT-ANTOINE;87682138;SAM;2019;2019-03-23;D;D;Après 20h;527;Avant COVID
COMPANS;87272047;SAM;2021;2021-10-09;K;K;De 16h à 20h;6;Après COVID
AVENUE FOCH;87381038;SAM;2017;2017-04-22;C;C;Avant 6h;5;Avant COVID
LA FRETTE MONTIGNY;87381871;JOB;2021;2021-10-06;J;J6;Après 20h;47;Après COVID
BOUTIGNY;87681478;JOB;2019;2019-03-26;D;D;Après 20h;5;Avant COVID
CONFLANS FIN D'OISE;87381459;DIM;2014;2014-05-18;A;A;De 10h à 16h;882;Avant COVID
AVENUE HENRI MARTIN;87381046;SAM;2017;2017-04-22;C;C;De 16h à 20h;270;Avant COVID
LA FRETTE MONTIGNY;87381871;SAM;2021;2021-10-09;J;J6;De 16h à 20h;227;Après COVID
BOUTIGNY;87681478;SAM;2019;2019-03-23;D;D;Avant 6h;3;Avant COVID
CONFLANS FIN D'OISE;87381459;DIM;2021;2021-10-10;J;J6;De 16h à 20h;368;Après COVID
BAGNEAUX SUR LOING;87684191;SAM;2017;2017-03-11;R;R;Après 20h;5;Avant COVID
LA GARENNE COLOMBES;87386003;JOB;2021;2021-10-06;L;L3;Avant 6h;45;Après COVID
BOUTIGNY;87681478;SAM;2019;2019-03-23;D;D;De 10h à 16h;60;Avant COVID
CONFLANS FIN D'OISE;87381459;DIM;2021;2021-10-10;J;J6;De 6h à 10h;113;Après COVID
BAGNEAUX SUR LOING;87684191;SAM;2017;2017-03-11;R;R;De 10h à 16h;56;Avant COVID
LA GARENNE COLOMBES;87386003;SAM;2021;2021-10-09;L;L3;De 10h à 16h;1481;Après COVID
BOUTIGNY;87681478;SAM;2019;2019-03-23;D;D;De 6h à 10h;33;Avant COVID
CONFLANS FIN D'OISE;87381459;JOB;2018;2018-03-27;A;A;De 16h à 20h;682;Avant COVID
BAGNEUX;87758680;JOB;2019;2019-03-21;B;B;Après 20h;497;Avant COVID
LA GRANDE PAROISSE;87682476;JOB;2017;2017-03-07;R;R;Après 20h;3;Avant COVID
BRETIGNY;87545194;DIM;2017;2017-04-23;C;C;Après 20h;431;Avant COVID
CONFLANS FIN D'OISE;87381459;JOB;2021;2021-10-06;L;L3;De 16h à 20h;340;Après COVID
BAGNEUX;87758680;JOB;2019;2019-03-21;B;B;De 6h à 10h;3058;Avant COVID
LA HACQUINIERE;87758862;JOB;2019;2019-03-21;B;B;Avant 6h;21;Avant COVID
BRETIGNY;87545194;JOB;2017;2017-04-25;C;C;Après 20h;702;Avant COVID
CONFLANS FIN D'OISE;87381459;SAM;2014;2014-05-17;A;A;Avant 6h;33;Avant COVID
BALLANCOURT;87681437;JOB;2019;2019-03-26;D;D;De 16h à 20h;147;Avant COVID
LA HACQUINIERE;87758862;JOB;2019;2019-03-21;B;B;De 10h à 16h;274;Avant COVID
BRETIGNY;87545194;JOB;2017;2017-04-25;C;C;De 16h à 20h;3131;Avant COVID
CONFLANS FIN D'OISE;87381459;SAM;2014;2014-05-17;A;A;De 6h à 10h;606;Avant COVID
BALLANCOURT;87681437;JOB;2019;2019-03-26;D;D;De 6h à 10h;562;Avant COVID
LA HACQUINIERE;87758862;JOB;2019;2019-03-21;B;B;De 6h à 10h;759;Avant COVID
BRETIGNY;87545194;SAM;2017;2017-04-22;C;C;De 10h à 16h;1773;Avant COVID
CONFLANS SAINTE-HONORINE;87381897;JOB;2021;2021-10-06;J;J6;De 16h à 20h;1458;Après COVID
BALLANCOURT;87681437;SAM;2019;2019-03-23;D;D;De 6h à 10h;80;Avant COVID
LA HACQUINIERE;87758862;JOB;2019;2019-03-28;B;B;Après 20h;6;Avant COVID
BREUILLET BRUYERES LE CHATEL;87545483;DIM;2017;2017-04-23;C;C;De 16h à 20h;95;Avant COVID
CONFLANS SAINTE-HONORINE;87381897;JOB;2021;2021-10-06;J;J6;De 6h à 10h;3149;Après COVID
BECON LES BRUYERES;87382002;DIM;2021;2021-10-10;L;L2;Avant 6h;8;Après COVID
LA HACQUINIERE;87758862;JOB;2019;2019-03-28;B;B;De 6h à 10h;73;Avant COVID
BREUILLET BRUYERES LE CHATEL;87545483;DIM;2017;2017-04-23;C;C;De 6h à 10h;31;Avant COVID
CORBEIL ESSONNES;87681007;DIM;2019;2019-03-24;D;D;De 10h à 16h;3237;Avant COVID
BECON LES BRUYERES;87382002;DIM;2021;2021-10-10;L;L2;De 10h à 16h;1709;Après COVID
LA NORVILLE SAINT-GERMAIN LES ARPAJON;87545459;SAM;2017;2017-04-22;C;C;De 10h à 16h;175;Avant COVID
BREUILLET VILLAGE;87545491;DIM;2017;2017-04-23;C;C;De 16h à 20h;129;Avant COVID
CORBEIL ESSONNES;87681007;DIM;2019;2019-03-24;D;D;De 6h à 10h;1232;Avant COVID
BECON LES BRUYERES;87382002;DIM;2021;2021-10-10;L;L2;De 6h à 10h;315;Après COVID
LA PLAINE STADE DE FRANCE;87164798;JOB;2019;2019-03-28;B;B;Avant 6h;483;Avant COVID
BREUILLET VILLAGE;87545491;JOB;2017;2017-04-25;C;C;De 16h à 20h;139;Avant COVID
CORBEIL ESSONNES;87681007;SAM;2019;2019-03-23;D;D;Avant 6h;273;Avant COVID
BECON LES BRUYERES;87382002;DIM;2021;2021-10-10;L;L3;Avant 6h;20;Après COVID
LA PLAINE STADE DE FRANCE;87164798;JOB;2019;2019-04-02;B;B;De 6h à 10h;1484;Avant COVID
BREUILLET VILLAGE;87545491;SAM;2017;2017-04-22;C;C;Après 20h;49;Avant COVID
CORBEIL ESSONNES;87681007;SAM;2019;2019-03-23;D;D;De 16h à 20h;2875;Avant COVID
BECON LES BRUYERES;87382002;DIM;2021;2021-10-10;L;L3;De 6h à 10h;251;Après COVID
LA PLAINE STADE DE FRANCE;87164798;SAM;2019;2019-03-16;B;B;De 16h à 20h;3707;Avant COVID
BREUILLET VILLAGE;87545491;SAM;2017;2017-04-22;C;C;De 10h à 16h;227;Avant COVID
CORBEIL ESSONNES;87681007;SAM;2019;2019-03-23;D;D;De 6h à 10h;2044;Avant COVID
BECON LES BRUYERES;87382002;JOB;2021;2021-10-06;L;L2;Avant 6h;43;Après COVID
LA VERRIERE;87393256;DIM;2018;2018-10-14;N;N;De 10h à 16h;706;Avant COVID
BREVAL;87381624;DIM;2021;2021-12-05;J;J5;De 10h à 16h;9;Après COVID
CORMEILLES EN PARISIS;87381863;JOB;2021;2021-10-06;J;J6;Après 20h;182;Après COVID
BECON LES BRUYERES;87382002;JOB;2021;2021-10-06;L;L3;Après 20h;476;Après COVID
LA VERRIERE;87393256;JOB;2016;2016-03-15;U;U;Avant 6h;193;Avant COVID
BRUNOY;87682120;JOB;2019;2019-03-26;D;D;Après 20h;199;Avant COVID
CORMEILLES EN PARISIS;87381863;JOB;2021;2021-10-06;J;J6;De 10h à 16h;1218;Après COVID
BECON LES BRUYERES;87382002;JOB;2021;2021-10-06;L;L3;De 6h à 10h;2440;Après COVID
LA VERRIERE;87393256;JOB;2016;2016-03-17;U;U;Après 20h;73;Avant COVID
BRUNOY;87682120;JOB;2019;2019-03-26;D;D;De 6h à 10h;5211;Avant COVID
CORMEILLES EN PARISIS;87381863;SAM;2021;2021-10-09;J;J6;Après 20h;229;Après COVID
BECON LES BRUYERES;87382002;SAM;2021;2021-10-09;L;L3;Après 20h;474;Après COVID
LA VERRIERE;87393256;JOB;2016;2016-03-17;U;U;De 10h à 16h;329;Avant COVID
BRUNOY;87682120;SAM;2019;2019-03-23;D;D;Après 20h;472;Avant COVID
CORMEILLES EN PARISIS;87381863;SAM;2021;2021-10-09;J;J6;De 10h à 16h;1362;Après COVID
BELLEVUE;87393116;DIM;2018;2018-10-14;N;N;Avant 6h;0;Avant COVID
LA VERRIERE;87393256;JOB;2018;2018-10-16;N;N;De 16h à 20h;565;Avant COVID
BRUYERES SUR OISE;87276451;DIM;2021;2021-10-10;H;H;De 6h à 10h;12;Après COVID
CORMEILLES EN PARISIS;87381863;SAM;2021;2021-10-09;J;J6;De 6h à 10h;695;Après COVID
BELLEVUE;87393116;JOB;2018;2018-10-16;N;N;De 10h à 16h;561;Avant COVID
LA VERRIERE;87393256;SAM;2016;2016-03-12;U;U;Avant 6h;44;Avant COVID
BRUYERES SUR OISE;87276451;JOB;2021;2021-10-06;H;H;Après 20h;5;Après COVID
COUILLY SAINT-GERMAIN QUINCY;87116731;DIM;2019;2019-05-12;P;P;Après 20h;6;Avant COVID
BELLEVUE;87393116;SAM;2018;2018-10-20;N;N;Avant 6h;5;Avant COVID
LA VERRIERE;87393256;SAM;2018;2018-10-20;N;N;Après 20h;239;Avant COVID
BRUYERES SUR OISE;87276451;JOB;2021;2021-10-06;H;H;De 16h à 20h;42;Après COVID
COUILLY SAINT-GERMAIN QUINCY;87116731;JOB;2019;2019-05-14;P;P;Après 20h;2;Avant COVID
BELLOY SAINT-MARTIN;87276550;DIM;2021;2021-10-10;H;H;Avant 6h;1;Après COVID
LA VERRIERE;87393256;SAM;2018;2018-10-20;N;N;De 10h à 16h;1019;Avant COVID
BRUYERES SUR OISE;87276451;SAM;2021;2021-10-09;H;H;De 10h à 16h;37;Après COVID
COUILLY SAINT-GERMAIN QUINCY;87116731;JOB;2019;2019-05-14;P;P;Avant 6h;5;Avant COVID
BELLOY SAINT-MARTIN;87276550;JOB;2021;2021-10-06;H;H;De 6h à 10h;160;Après COVID
LA VERRIERE;87393256;SAM;2018;2018-10-20;N;N;De 6h à 10h;469;Avant COVID
BUEIL;87387092;JOB;2021;2021-12-07;J;J5;Après 20h;0;Après COVID
COUILLY SAINT-GERMAIN QUINCY;87116731;JOB;2019;2019-05-14;P;P;De 6h à 10h;92;Avant COVID
BESSANCOURT;87276642;DIM;2021;2021-10-10;H;H;Après 20h;22;Après COVID
LA VILLETERTRE;87381202;SAM;2021;2021-10-09;J;J6;Après 20h;0;Après COVID
BUEIL;87387092;JOB;2021;2021-12-07;J;J5;De 16h à 20h;12;Après COVID
COULOMMIERS;87116301;DIM;2019;2019-03-16;P;P;De 16h à 20h;385;Avant COVID
BESSANCOURT;87276642;JOB;2021;2021-10-06;H;H;Après 20h;30;Après COVID
LA VILLETERTRE;87381202;SAM;2021;2021-10-09;J;J6;De 10h à 16h;3;Après COVID
